‒ Meni nije. Znam zašto to kažeš, ali mislim da nije.	53
Pogledam je i dodam: ‒ Kao sada.	32
‒ Je li to predbacivanje?	25
‒ pita. ‒ Ljubavi, u ovom trenutku, kao i u većini trenutaka, od mene možeš dobiti samo obožavanje ‒ odgovaram i priljepljujem se uz nju.	137
Poželim joj još nešto reći o tome kako nema smisla očekivati da seks svaki put bude jednako dobar, ali se na vrijeme sjetim da ona to vjerojatno zna jednako dobro kao i ja.	172
Šutim neko vrijeme u uvjerenju da je zagrljaj primjeren ovoj situaciji.	71
Onda pjevušim zajedno s Aidanom „too drunk and getting old“.	60
Nisam pijan, ali ugodno se osjećam u tim stihovima.	51
‒ Hajdemo, pijanico ‒ kaže napokon.	35
‒ Tek smo na pola albuma, ne ide mi se nigdje.	46
Bolje se pripremi za solo na trubi.	35
‒ Nemoj, taj me dio podsjeća na džez.	37
‒ Ne zajebavaj. U najgorem slučaju podsjeća na Lambchop.	56
Šuti neko vrijeme, a onda kaže da joj savjest ne da mira, da ne može ležati u krevetu u devet sati.	99
Kada je pitam što je s tom istom savješću vikendom, kada spava do podneva, ona samo kaže: ‒ Vikend mi ne diraj.	111
Počinjem je maziti po rukama i ramenima.	40
Onda se glavom mazim kao mali medvjed.	38
Budući da se buni, prelazim na svinju koja njuška po vratu i ušima.	67
Krenem da ću je zagrliti, ali me uhvati za ruke i kaže da je ne škakljam.	73
‒ Pa nisam te mislio škakljati.	31
Daj da te zagrlim.	18
Gleda me sumnjičavo.	20
Misli da se želim osvetiti za pokušaj dizanja iz kreveta.	57
‒ Zašto me želiš zagrliti?	26
‒ pita. ‒ Kakvo je to pitanje?	30
Pa uživam ovdje pored tebe.	27
I želim te zagrliti.	20
Pričam joj o tome kako su ovo jedini trenuci kada sam siguran da mi na pamet neće pasti posao ili neko slično sranje.	117
Ništa nepotrebno barem.	23
Onda me odjednom grli i ljubi.	30
‒ Kako ti imaš slatku čupavu frizuru ‒ kaže i nastavlja me ljubiti.	67
Kažem kako mislim da je frizura užasna, ali ako se njoj sviđa, onda je ispunila svoju svrhu.	92
Dok je u tom raspoloženju, pitam je: ‒ Nedostaje li ti nešto u našem seksualnom životu?	87
‒ Ne ‒ odgovara. Pitam je kako može biti tako sigurna.	54
‒ Pa ja razgovaram sa svojim prijateljicama i prijateljima o tome.	66
Za razliku od tebe.	19
I zato mogu biti sigurna.	25
Pitam je kako može biti sigurna da joj ljudi govore istinu.	59
‒ Zato što mi pričaju užasne stvari o svojim seksualnim životima, eto kako.	75
Nitko ne bi tako pričao o svom seksualnom životu da ne mora.	60
Molim je da mi kaže kako su to seksualni životi drugih ljudi strašni.	69
‒ Ljudi uglavnom nemaju seksualni život, ako te već zanima.	59
Ljudi naših godina cijeli dan rade, gledaju televiziju i onda samo zaspu.	73
Ili imaju dijete ili djecu pa ni ne zaspu.	42
‒ Sjebani su, dakle ‒ kažem.	28
‒ Tako je, sjebani su ‒ slaže se sa mnom.	41
Šutim i malo razmišljam o tome.	31
Ipak sam sumnjičav.	19
Kako da povjerujem ženi da ljudi nemaju seksualni život?	56
Ne mogu vjerovati u takvo što.	30
Meni život gubi smisao treći dan bez seksa.	43
Ali njena tvrdnja nije besmislena, to priznajem.	48
Nekako se zapravo dobro uklapa u moje spoznaje o svijetu.	57
‒ Ako je to istina, onda se čini da je lako objasniti zašto je ovaj svijet tako nepopravljivo sjeban ‒ zaključujem na glas.	123
‒ Tako je. I uopće je teško s ljudima ako ne dijeliš s njima taj temeljni osjećaj sjebanosti ‒ kaže.	100
Onda dodaje: ‒ Ljudi neće pričati s tobom ako si sretan.	56
Ne žele pričati. Ti za njih nisi normalan.	42
‒ Mislim da znam o čemu govoriš.	32
‒ Moraš imati neki bed.	23
Onda te razumiju. Onda se ima o čemu pričati.	45
‒ Kao višak kila i manjak novaca.	33
‒ Recimo. Ljubim je u rame i kažem: ‒ I zato voliš čavrljati sa mnom jer smiješ biti sretna.	92
‒ Tako je. S tobom mogu pričati o bilo čemu.	44
Iako ne o svemu. Opet je ljubim u rame.	39
Kužim to. I poštujem.	21
Ni ja ne mogu o svemu pričati s njom.	37
Ali ne osjećam zbog toga nikakvu otuđenost.	43
O nekim stvarima ne pričam s njom i to je sve.	46
‒ Ali svatko ima beda.	22
Ne možeš živjeti život bez beda ‒ kažem.	40
‒ Pa čak ni ti, zar ne?	23
‒ Ma, uvijek ima beda, u tome i jest problem, ali kada se sjetim kako mi je lijepo s tobom, svi ti bedovi postanu mi smiješni.	126
Kada mi kaže da sam njen „omiljeni divlji svinjokrov“, to je dobro.	67
To znači da imam kredita.	25
Da imam puno točkica.	21
Zato spremam laganu provokaciju.	32
‒ Ima smisla to što pričaš, iako u praksi zna zapinjati ‒ kažem.	64
‒ Nemoj početi pametovati.	26
Složi se jednom sa mnom.	24
Ne moraš uvijek reći da nije sve tako jednostavno.	50
Jednostavno je. ‒ I je i nije.	30
‒ Evo ga! Pogledaj me ‒ kaže i tjera me da je gledam u oči.	59
‒ Ponovi za mnom: „Imaš pravo, ljubavi.“ ‒ Baš moram?	53
Šuti trenutak. Mogao sam joj popustiti, ali ipak odlučujem pričekati njen sljedeći potez.	89
Ne znam koji će biti, ali znam da će ga biti.	45
Onda joj napola okrećem leđa i kažem: ‒ Volim te.	49
To bi trebalo popraviti stvari, ako je potrebno nešto popravljati.	66
Uskoro mi se približava i grli me nježno.	41
‒ Jesi ti moj lega?	19
‒ pita napokon. Imam dovoljno razloga da postanem oprezan kada počne s ovakvim pitanjima, ali mi je previše dobro u njenom zagrljaju da bih se toga sjetio.	155
‒ Naravno da sam tvoj lega.	27
Nitko nije više tvoj lega od mene ‒ odgovaram joj nepomičan.	60
Onda ona, s hinjenom grubošću, rukom okreće moje lice prema sebi i pita: ‒ Pa zašto me onda jebeš?	98
Bio je to prvi dan proljeća.	28
Ne kalendarski, već atmosferski: nakon otprilike 100 oblačnih i kišnih dana, sunce je zavladalo gradom.	103
I to ne zubato sunce, već ono pravo.	36
Osjećao sam se kao da me je netko iščupao iz Blade Runnera i bacio na Havaje.	77
Zato sam nazvao ženu i pitao je hoćemo li se prošetati poslije posla.	69
Bez nekog plana, samo malo tumaranja gradom.	44
I bez previše zagledanja u izloge, brzo sam dodao.	50
Rekla je da hoćemo, samo da je problem u tome što je svako njezino zagledanje u izloge za mene previše.	103
Složio sam se da je to problem.	31
Ostao sam dulje na poslu, da sustignem ženino radno vrijeme.	60
Imao sam gomilu zaostataka tako da mi ne bi bio problem ispuniti ni nekoliko dana, a ne nekoliko sati.	102
Mogao sam to vrijeme provesti i lakomislenije, brljajući po nekim novinama ili surfajući, ali mi se rješavanje zaostataka učinilo zrelom i pametnom odlukom.	156
Ali samo dok nisam izašao na ulicu i krenuo prema ženinoj firmi.	64
Onda sam skužio koliko sam bio glup: sve su žene bile polugole, a njih barem 50% totalno seksi.	95
Što je veliki šok nakon nekoliko mjeseci žena u zimskoj garderobi.	66
Vjerojatno su i frajeri bili polugoli, ali ne sjećam se da sam vidio ijednog frajera.	85
Znam da ih je moralo biti, ali ih jednostavno nisam vidio.	58
Možda je bilo i obučenih žena, no ni njih nisam vidio.	54
Kad je žena izašla iz firme, vidio sam da se i ona prilično razgolitila.	72
Dok smo se približavali Cvjetnom, malo smo čavrljali o poslu i komentirali sveopće svlačenje.	93
Trudio sam se da mi misli i oči ne lutaju previše, barem ne toliko da ne čujem što mi žena govori, ali onda sam skužio da ona ne čuje pola onoga što joj kažem.	159
I to zato jer se okreće za ženama.	34
Nisam se zbog toga pretjerano iznenadio.	40
Žene uvijek gledaju žene.	25
I uvijek tvrde da razlikuju lijepe od ružnih, zgodne od nezgodnih.	66
Ne vjerujem ni riječ.	21
Ja nikada ne gledam muškarce.	29
Nemam pojma što je lijep, a što ružan muškarac.	47
Niti kakav je to zgodan muškarac.	33
Jedino što ja mogu s muškarcima jest uspoređivati ih s manekenima, sa svim onim tipovima s reklama.	99
A to je potpuno besmisleno.	27
Sa ženama je drukčije.	22
Ne moram znati ništa o menekenkama da bih znao sviđa li mi se kako neka žena izgleda ili ne.	92
Dapače, manekenke su u većini slučajeva neupotrebljive za sviđanje.	67
Kad god joj to kažem, odgovori da mi ne vjeruje.	48
Što valjda znači da je u našoj vezi sve u najboljem redu jer nam je po tom pitanju čak i nepovjerenje uzajamno.	111
Na Cvjetnom je vladala prava navala polugolih žena.	51
Relativno polugolih.	20
Kaputi, bunde i debele zimske jakne zamijenjeni su otkopčanim jaknicama i vestama, hlače kratkim suknjama i haljinama, debele majice tankim i pripijenim.	153
Žena je izbezumljeno gledala valjda svaku koja je bila mršavija od nje.	71
U jednom je trenutku zastala, počela se hvatati po naslagama koje su joj se tijekom zime skupile na struku.	107
Okretala se oko sebe i ogledavala sa svih strana, i onda potpuno iznervirano zaključila: ‒ Pretvaram se u pravokutnik sa sisama.	128
Ja sam je zagrlio i rekao zaneseno: ‒ Pravokutniče sa sisama!	61
Tako te volim! Odgurnula me polako ali odlučno i nastavila šutke prema Ilici.	77
Kad smo izbili na Ilicu, mimoišli smo se s jednom hodajućom nadrkanom menopauzom.	81
Inače takve stvari ignoriram, ali ovo nisam mogao.	50
Nije ta žena zapravo bila ništa posebno ni ružna ni stara, koliko joj je izraz lica odavao osobu koja se nije nasmijala još tamo negdje od Titove smrti.	152
Kao da je nosila masku protiv smijeha.	38
Ali ne i protiv gađenja.	24
Gledala je upravo ono što sam ja zamišljao, ali s takvim prezirom na licu da sam se sav zbunio.	95
Kad je prošla pored nas, žena se okrenula za njom, a onda prema meni i rekla: ‒ E, jesi skužio ovu vješticu?	108
‒ Aha, izgledala je kao da će se izbljuvati u facu ovim curama.	63
Žena se još jednom okrenula za njom i rekla: ‒ Koji je njen problem?	68
‒ Očito zgodne žene.	20
‒ Pa i meni su zgodne žene nekad problem.	41
‒ Kako sad to? Pokazala je rukom prema onim dugonogim curama i rekla: ‒ Misliš da ja ne bih htjela imati ovakve noge?	117
Mislio sam da bi. Ali nisam to rekao jer je bilo očito.	55
Kao i to da ne može suosjećati sa starom, ružnom i nadrkanom osobom.	68
Jednom mi je to objasnila.	26
Ali tako da sam od prve shvatio.	32
Što inače nije čest slučaj kad su u pitanju njezina objašnjenja.	64
Rekla je da može suosjećati sa starom i ružnom, ali ne i nadrkanom osobom.	74
S druge strane, nadrkanu osobu može razumjeti, ali ne i s njom suosjećati.	74
Jer ako je čovjek nadrkan, ne može suosjećati ni s kim, pa tako ni s nekim nadrkanim.	85
A ako nije nadrkan, kako bi mogao suosjećati s nadrkanom osobom?	64
Baš lijepo da se ne moramo uvijek i oko svega svađati.	54
Te podudarnosti u karakteru i pogledima na svijet male su oaze u kojima se ne može dugo boraviti, ali je nužno da se barem nekada može.	135
Čini mi se da smo upravo u tom trenutku bili u jednoj takvoj oazi.	66
‒ Bolje da želiš imati takve noge nego da ti se povraća od takvih nogu.	71
Kladim se i da bi vještica to rekla kad bi imala muda.	54
Kao da dobar izgled odmah isključuje svijest.	45
Uostalom, bilo bi glupo da se zgodni ljudi ispričavaju manje sretnim primjercima ljudskih bića ‒ rekao sam valjajući se po oazi.	128
‒ Aha, samo nitko ne razmišlja tako ako nije zadovoljan svojim izgledom.	72
Kimnuo sam. Oaza. Što je bolje od isključivanja svijesti?	57
Jedino zgodno oblikovano isključivanje svijesti.	48
Ali nisam bio te sreće.	23
A radilo se o gomili feministica koje su bile totalno ogorčene hrvatskim patrijarhalnim društvom.	97
Bile su strašno usplahirene u vezi dominantne šovinističke slike žene koja se plasira u hrvatskim medijima.	107
Nisam skužio što je točno bio povod za njihovo pojavljivanje na TV ekranima, no jedna od njih je za Yo izjavila da je „glupača napumpanih sisa i usta“.	151
To me momentalno izbezumilo pa sam prebacio na drugi program.	61
Da sam ja to rekao, onda bi to bio šovinizam i svođenje žene na komad mesa.	75
Kad to kaže nadrkana žena koja misli da se bori za jednakost spolova, onda je to feminizam.	91
Ne mogu podnijeti takve stvari.	31
Ispričao sam to ženi.	21
Ona je odmahnula glavom i rekla: ‒ Feministkinje me bacaju u bed.	65
‒ Istina. ‒ Odmah vidiš da imaju problem.	41
‒ Pa ne znam imaju li inače, ali one koje su bile u studiju sigurno imaju: sve su bile ružne.	93
I nisu bile baš neki pupoljci.	30
Točno ih mogu razumjeti zašto im ovaj svijet izgleda kao pakao.	63
Ali to ne znači da im odmah i vjerujem da se bore za prava žena.	64
Da tu nema barem malo osvete za muško ignoriranje.	50
Uostalom, kao da je ovaj svijet dobar prema siromašnim muškarcima.	66
‒ Želiš reći da nema zgodnih feministkinja?	43
‒ To nikako. Samo kažem da ih u toj emisiji nije bilo.	54
Stvarno ne znam zašto.	22
Tada mi se učinilo da shvaćam kako postoji problem motivacije.	62
‒ Pogledaj one dvije cure.	26
Zašto bi se one uzrujavale oko feminizma?	41
Odnosno, ove vrste feminizma po kojem su cure koje drže do svog izgleda izdajice.	81
Ako su cure dovoljno pametne i zgodne, njima zapravo ništa ne fali: muškarci vladaju svijetom, a one vladaju muškarcima.	120
One agresivnije uvijek mogu još dodatno izbaciti sise u prvi plan.	66
Muškarce samo treba lagano ohrabriti da počnu razmišljati kurcem i tu je kraj priči o muškoj dominaciji.	104
Ne moraš im dati ništa, osim iluzije da su pravi muškarci.	58
‒ Prljavije poslove uvijek treba prepustiti muškarcima.	55
Pogotovo onima koji su ih u stanju odraditi kako treba.	55
‒ Pa u prosjeku jesu.	21
Valjda su u pitanju hormoni.	28
Testosteron omogućava agresivnost, agresivnost omogućava vladanje svijetom.	75
Ali isti taj testosteron ženama omogućava da od nas rade budale.	64
‒ Nećeš se sad početi žaliti na žene?	37
‒ Neću, ljubavi. Možda malo na tebe, ali na žene neću.	54
‒ Dobro. Ali nemoj ni na mene, molim te.	40
Odmah se isključim.	19
Počne mi svirati neka glazba u glavi.	37
Ne mogu slušati ljude kad se žale kao da su svi drugi krivi za ono što im se događa, a oni su mučenici i pravednici.	116
Nije mi jasno kako svi do sad već nisu shvatili da su skoro sve najvažnije stvari u životu upravo onakve kakvima ih sami naprave.	129
A tu definitivno ubrajam i muško-ženske odnose.	47
Kako mene nitko nikad ne diskriminira?	38
‒ Nemoj lagati da te nitko nikad ne diskriminira.	49
Siguran sam da si više puta osjetila diskriminaciju na svojoj ženskoj koži.	75
‒ Kako to misliš? ‒ Pa, pozitivno.	34
Gledala me kao da pričam gluposti.	34
U redu, pozitivna diskriminacija i zvuči glupavo, pravi političko korektni novogovor.	85
‒ Nikad ti se nije dogodilo da ti murja progleda kroz prste pretrčavanje preko ceste?	85
Da nemaš osobnu, a ne napišu ti prijavu?	40
Bilo što? Nikad nisi vidjela kako se treba osmjehnuti murjaku koji pita za prometnu, vozačku, puhanje u balon?	110
Daj mu do znanja da misliš kako je pravi kit i svi tvoji problemi su riješeni.	78
‒ To je istina ‒ rekla je i nasmijala se.	41
A onda je dodala: ‒ Skoro.	26
‒ Kako sad skoro? Uopće joj nisam vjerovao ovaj „skoro“.	56
Imao sam osjećaj da bismo uskoro mogli izaći iz oaze.	53
Osjećao sam da će početi muljati.	33
U oazi nema muljanja: ili se stvarno kužite ili ne.	51
‒ Jednom sam dobila kaznu zbog glupe osobne.	44
‒ Nemoguće da je samo zbog osobne.	34
Osim ako je murjak bio homo ‒ ogradio sam se.	45
‒ Mislim da nije. Usred noći, na Strossmayerovoj, dva murjaka iskočila su iz žbunja i tražila od Ajke i mene osobne.	116
Kao u crtiću. Neki balavci, izgledali su kao da im je to prva patrola.	70
U redu. Bila je s Ajkom.	24
To sve objašnjava.	18
Kazna zbog osobne valjda je najbolje što se u tim uvjetima moglo dogoditi.	74
‒ Mislim da smo ih onako pijane vrijeđale barem pola sata.	58
Govorile smo im da su glupi, dosadni i ružni.	45
Da si nikad neće naći cure.	27
Nasmijao sam se. Mogao sam si to zamisliti.	43
‒ Stvarno su nas isprovocirali.	31
‒ Nisam ni na trenutak posumnjao.	33
Točno sam mogao zamisliti Ajku i ženu kako ih murjaci provociraju.	66
Osobitu Ajku. Tu ženu isprovocira i padanje lišća u jesen.	58
Kako ne bi ispadanje murje iz žbunja?	37
‒ Grad pun sitnih i krupnih mafijaša, silovatelja, delikvenata svih boja, veličina i starosti, narkomana i dilera.	114
Političara! A oni nas pitaju imamo li osobnu.	45
Ajka je bila stvarno dobra.	27
Rekla im je da idu Glavašu naplatiti kaznu za krivo parkiranje.	63
Znaš da je uvijek bio parkiran u pješačkoj zoni.	48
‒ Znam. Ali znam i da ste ispale prave kučke.	45
Teška kategorija. ‒ Zašto?	26
Učinilo mi se kao da stvarno ne zna zašto.	42
Ali nisam vjerovao u to.	24
Svejedno sam rekao: ‒ Slati dva zelena murjaka da Glavašu napišu kaznu za nepropisno parkiranje?	96
To je nisko. ‒ A nama napisati kaznu zbog glupih osobnih je uzvišeno?	69
Nisam mogao vjerovati u što se uvaljujem.	41
Krupnim koracima grabio sam iz naše male oaze i to zato da bih branio murju!	76
Zapravo, da bih branio svoja uvjerenja.	39
Pomislio sam da bi bilo dobro da sjednemo negdje i popijemo nešto.	66
Kako smo bili već dobro zagazili u Tkalču, tražio sam pogledom birtiju sa šankom do prozora.	92
To bi bilo idealno.	19
Iz poštovanja prema svim tim ženama koje su se tako sredile.	60
Rekao sam ženi da ne mogu dublje ulaziti u to bez jednog piva.	62
Najmanje. Složila se.	21
Ipak mi se nije dalo inzistirati na šanku do prozora, tako da smo ušli u prvu birtiju iz koje se nije čula glasna glazba i sjeli za stol do prozora.	148
Mrzim birtije s glasnom glazbom.	32
Uglavnom zato jer to nikad nije glazba koju bih htio čuti.	58
Kad smo naručili veliko točeno i negaziranu vodu, pomislio sam kako ću napraviti najpametniju stvar ako priču s murjom što prije privedem kraju.	144
Znao sam da bih najpametniju stvar bio napravio da sam priču s murjom odmah završio, ali toliko pametan ne mogu biti.	117
Pogotovo ne nakon što su se tri dobra gutljaja piva razlila utrobom.	68
Žena je potegnula malo iz svoje čaše i onda iz torbe izvukla pakiranje kikirikija u ljusci.	91
„Fenomenalno“, pomislio sam.	28
Uvijek ima hranu u toj torbi.	29
Kao da živimo u preriji.	24
Uz kikiriki i pivo zaključio sam da ne može biti velike štete ako kažem još koju lijepu riječ u čast jakih snaga MUP-a.	119
Krivo. Čim zaključujem, to već znači da će biti neke štete.	59
‒ Slažem se da je cijela ta priča s osobnom bez veze, ali vas dvije ste na neki način tražile tu kaznu.	103
‒ Tražile??? ‒ nije mogla vjerovati.	36
Probudite je usred noći i pitajte je li tražila kaznu zbog osobne i reći će da nije, ali vjerojatno će vas nakon toga ubiti.	124
‒ Da, tražile. Kladim se u što hoćeš da tim murjacima nije bilo ni na kraj pameti iskočiti iz žbunja da bi vas kaznili.	119
Nemoj biti glupa. ‒ Ne govori mi da ne budem glupa ‒ rekla je prijeteći kikirikijem.	84
‒ Pardon. Gledala me još dvije sekunde, a onda ubacila kikiriki u usta, što je značilo da je isprika prihvaćena.	112
‒ Hoću reći ovo: ta dva nesretnika sigurno su pomislila kako ste vas dvije zadnja prilika da te noći pročavrljaju s nekim zgodnim curama.	137
Ne vjerujem da su brijali na osobne i punjenje državnog proračuna.	66
Računali su da će ostatak noći uglavnom biti baš onakav kako si i sama opisala osječki noćni život: mafijaši, dileri, narkomani, kurve i maloljetni delikventi.	159
‒ Sad ti postaješ glup: ta bi dvojica vjerojatno s pločnika skočila u taj isti žbun da je kojim slučajem naišao bilo tko iz navedenih skupina.	142
‒ Svejedno. Siguran sam da su se samo htjeli malo praviti važni.	64
Žena je slegnula ramenima i rekla: ‒ Nisu imali sreće.	54
‒ Slažem se. ‒ Sami su si krivi.	32
Kao i uvijek kad su ljudi u pitanju.	36
‒ Tako je, kao i ti i Ajka za kaznu.	36
Shvatila je da sam uspio u svojoj namjeri i to joj nije bilo drago.	67
Meni je bilo. Šutke je odmahnula glavom.	40
Kao da mi je htjela reći i da ću si ja sam uskoro biti kriv.	60
A osobito ako budem nastojao imati pravo.	41
Znao sam to i bez njezinog odmahivanja.	39
Pogledao sam kroz prozor žene u prolazu.	40
Taj prizor omogućio mi je da se počnem osjećati ugodno opušteno, uništavajući želju za dokazivanjem bilo čega.	110
To je bilo puno bolje nego imati pravo.	39
Gotovo uopće nismo susretali ljude u našem ulazu, čak ni na našem katu, a to je najbolji pokazatelj dobrosusjedskih odnosa.	123
Izostanak komunikacije sa susjedima može značiti samo jedno: nemaš nikakvih sranja s njima.	91
I mi ih nismo imali dobrih šest mjeseci.	40
U tih šest mjeseci doduše nije nije bilo žešćeg tuluma, čak ni onaj za useljenje nismo odradili.	96
Ali je zato bilo dosta priče i smijeha, glazbe koja trešti iz sobe.	67
Ali sve bi bilo gotovo najkasnije do ponoći, pola jedan.	56
Čak i vikendom. Studentski dani davna su prošlost.	50
Sadašnjost su plamene zore, računi i stambene štedionice.	57
Unatoč tome, imali smo loša očekivanja.	39
Treći dan nakon useljenja bio je ponedjeljak i ja sam ujutro išao na posao.	75
Budući da je moja vjera u pozitivan učinak kretanja vlastitim snagama gotovo beskonačna, trudim se izbjegavati lift.	116
Silazeći stubama, na ulaznim vratima stana ispod našeg ugledao sam prilijepljen ispisani papir.	95
Bio sam bunovan i nisam zapravo ništa pomislio u tom trenutku.	62
Na povratku s posla nije ga bilo i vjerojatno bih ga potpuno zaboravio da sutradan ujutro nije osvanuo na istom mjestu.	119
To je bilo dovoljno da potakne čak i moju znatiželju.	53
Ipak je bila riječ o mom novom susjedstvu, neke je stvari uvijek dobro znati.	77
Kako susjedstvo diše i tako to.	31
Tako valjda razmišljaju i sve one gospođe koje se na svaki šum u hodniku prilijepe na špijunku.	95
Približio sam se vratima.	25
Iz stana nisu dopirali zvukovi života.	38
Prišao sam bliže. Bio sam tek loše probuđen i nije mi bilo lako fokusirati onakve još napola krmeljive i pospane oči na krupan, nerazrađen rukopis.	147
Kada sam počeo čitati poruku, učinilo mi se da sanjam.	54
Pročitao sam poruku dva puta, odmahnuo glavom, onda se ipak nasmijao i krenuo niza stube.	89
Na katu ispod zastao sam.	25
Ne mogu samo tako otići na posao, pomislio sam.	47
Nitko mi neće vjerovati.	24
Okrenuo sam se i popeo jedan kat.	33
Ponovno sam prišao vratima i pročitao poruku.	45
Još je uvijek pisalo ono što sam maloprije pročitao.	52
Osvrnuo sam se. Hodnik je bio tih.	34
Ništa neobično ako se uzme u obzir da je sedam sati ujutro, ali hodnik je bio tako tih kao da u zgradi stanuju sami studenti.	125
A znao sam da je puna umirovljenika.	36
I zato sam očekivao da me prati barem jedan i pol par očiju.	60
Tko ih jebe. Povukao sam papir prema gore, samoljepljiva se vrpca s lakoćom odvojila od vrata.	94
Od tada ta poruka stoji na našem plutenom panou u kuhinji.	58
Postala je neka vrsta lokalne znamenitosti.	43
Lijep je osjećaj biti vlasnikom lokalne znamenitosti.	53
Čak i kada ste do nje došli na donekle nelegalan način.	55
Ili je tada još i ljepši.	25
Ali kao i svaka druga znamenitost koju gledaš svaki dan, i mi smo ove gotovo prestali biti svjesni.	99
Tamo je, na panou, gledamo je, ali je zapravo više i ne vidimo, I sva su se ona loša očekivanja razvodnila.	107
Nakon nekog vremena čak su i prestala postojati.	48
Sve do prvog bliskog susreta treće vrste.	41
Bio je prošao 15. i dugovali smo gazdarici stanarinu za sljedećih mjesec dana.	78
Žurio sam se kući s posla jer sam novce u jutarnjoj izgubljenosti uspio ostavit na stoliću pored ulaznih vrata.	111
Inače sam pametniji.	20
Dobro, ne pametniji, ali svakako svjesniji vlastitih ograničenja.	65
Što znači da uvijek sve što trebam ponijeti na posao spremim u ruksak navečer, prije spavanja.	94
Iako to u barem 50% slučajeva znači da sam mrtav umoran i lagano razbijen, još uvijek su veliki izgledi da se sjetim baš svega što mi je sutradan potrebno.	155
Prethodnu sam večer bio teže razbijen tako da sam se samo strovalio u krevet nakon što se ekipa pokupila.	105
Nisam ni pokušao oprati zube.	29
To je najbolji pokazatelj teške razbijenosti.	45
Ujutro sam bio uvjeren da je u pitanju neka pogreška.	53
Sva ta zvonjava. Nepodnošljiva.	31
Nema ništa gore od inteligentne budilice, one koja se poglašnjava ako se ne isključi.	85
Tek nakon što sam je kupio sam shvatio zašto inteligencija izaziva bijes u onima koji je nemaju.	96
Moj se bijes u obliku dlana sručio na budilicu.	47
Nagli povratak tišine i iščeznuće inteligencije odmah su me počeli opuštati.	76
Čak i previše. Zato sam zaspao.	31
Onda je zazvonio njezin mobitel.	32
Koji je još inteligentniji od moje budilice.	44
Što me opet prisililo da se oslonim na sirovu fizičku snagu.	60
Ipak, uobičajeno traženje mobitela dovoljno me razbudilo da se sjetim kako to znači da moram probuditi ženu.	108
Učinio sam to. Onda me ona nakon desetak minuta probudila i pitala zašto nisam otišao na posao.	95
Trebali ste me vidjeti nakon toga.	34
Dobro da sam se pogledao u ogledalo nakon pranja zuba.	54
Inače bi ljudi na ulici mislili da sam svršio po hlačama.	57
Ili da mi je netko svršio po hlačama.	37
Kako bilo, u toj sam žurbi i presvlačenju zaboravio novce za stanarinu.	71
Koje sam onda bio prisiljen pokupiti nakon posla.	49
Bio sam uvjeren da ću samo ući u stan, baciti ruksak, uzeti novce i izaći.	74
Nisam imao vremena za nešto više od toga.	41
A onda me dočekao sinoćnji svinjac u kuhinji.	45
A bio sam i ožednio.	20
A nije bilo čiste čaše.	23
Pa mi je postalo vruće onako obučenom.	38
Jurio sam po stanu, bacao stvari sa sebe, pokušavao primiriti kuhinju, popiti čašu hladne vode.	95
U tom se trenutku oglasilo zvono.	33
Ding-dong. Inače ne otvaram.	28
Tko god da zvoni, ne otvaram.	29
Prije jesam, ali otkako mi je Ivša objasnio da nema smisla, ne radim to više.	77
Kad sam bio mlađi, takvo ponašanje nije dolazilo u obzir.	57
Uvijek se netko mogao zaletjeti do mene, u namjeri da u mom društvu izgubi puno vremena.	88
To više ne postoji.	19
Tu i tamo još netko želi gubiti vrijeme sa mnom, u redu.	56
Ali to se danas planira.	24
U najmanju ruku. Nitko se više ne ponaša impulzivno.	52
Tu su poslovi, djeca, psi, sto sranja.	38
Ne možeš nekome samo banuti na vrata i misliti da ćeš biti dobrodošao.	70
A ako nekoga i opizdi neki flashback mladosti, svi imaju mobitele i barem će nazvati dok se približavaju ulaznim vratima.	121
Ivša je to shvatio ranije jer je otišao u Njemačku.	51
Isprva sam mislio da se to može dogoditi samo u Njemačkoj.	58
Da je Hrvatska zemlja vedrih i druželjubivih ljudi.	51
Nije. Koristeći oprobanu Ivšinu metodu, zaključio sam da se to događa i u Hrvatskoj.	84
Metoda je jednostavna.	22
Ali tada sam otvorio.	21
Jurcao sam po stanu u namjeri da u malo vremena obavim puno stvari, što obično rezultira da s puno uložene energije i vremena ne napravim ništa korisno.	152
Neplanirano otvaranje vrata, zapravo, neplanirano otvaranje bilo čega dok sam u takvom zanosu, nije ništa neuobičajeno.	119
Otvorio sam vrata i ugledao gospođu od nekih šezdesetak godina.	63
‒ Izvolite. ‒ Dobar dan.	24
Ja sam vaša susjeda.	20
Rekla je to suzdržano, kao da joj je neugodno što mi je susjeda.	64
Poželio sam joj reći da sam ja njezin susjed, kao i to da se njezinom susjedu jako žuri i zatvoriti vrata.	106
Ali djelovala je prepristojno za takvo što.	43
Ne znam točno kako sam to mogao procijeniti.	44
Možda mi se samo učinilo da ipak nije u redu da prvi kontakt s domorodačkim stanovništvom bude izvan okvira dobrog kućnog odgoja.	129
Osim toga, bilo je tri popodne, nije bilo gostiju, nisam glasno slušao glazbu.	78
Bio sam dobar susjed.	21
Nisam slutio što mi se sprema.	30
‒ Stanujem ispod vas ‒ dodala je nakon što je moja neodlučnost i nemuštost potrajala nekoliko sekundi.	102
‒ Izvolite? ‒ Znate, nemojte misliti da vam želim prigovarati, ali morala sam vam doći nešto reći.	98
Još je uvijek bila iznad svakog očekivanja.	43
